participant_id,participant_gender,trait,rater,rater_gender,rank
5616,m,kin,rater_2,male,22
5615,m,kin,rater_2,male,23
5614,m,kin,rater_2,male,24
5408,m,kin,rater_2,male,25
5407,m,kin,rater_2,male,26
5604,m,kin,rater_2,male,27
5641,m,kin,rater_2,male,28
5638,m,kin,rater_2,male,29
5637,m,kin,rater_2,male,30
5605,m,kin,rater_2,male,31
5405,m,kin,rater_2,male,32
5578,m,kin,rater_2,male,33
5589,f,likable,rater_2,male,1
5596,f,likable,rater_2,male,2
5634,f,likable,rater_2,male,3
5636,f,likable,rater_2,male,4
5443,f,likable,rater_2,male,5
5318,f,likable,rater_2,male,6
5319,f,likable,rater_2,male,7
5480,f,likable,rater_2,male,8
5481,f,likable,rater_2,male,9
5320,f,likable,rater_2,male,10
5484,f,likable,rater_2,male,11
5387,f,likable,rater_2,male,12
5485,f,likable,rater_2,male,13
5388,f,likable,rater_2,male,14
5570,f,likable,rater_2,male,15
5400,f,likable,rater_2,male,16
5406,f,likable,rater_2,male,17
5357,f,likable,rater_2,male,18
5356,f,likable,rater_2,male,19
5640,f,likable,rater_2,male,20
5649,f,likable,rater_2,male,21
5639,f,likable,rater_2,male,22
5483,f,likable,rater_2,male,23
5642,f,likable,rater_2,male,24
5590,f,likable,rater_2,male,25
5579,f,likable,rater_2,male,26
5634,f,parenting,rater_2,male,1
5443,f,parenting,rater_2,male,2
5318,f,parenting,rater_2,male,3
5319,f,parenting,rater_2,male,4
5320,f,parenting,rater_2,male,5
5481,f,parenting,rater_2,male,6
5636,f,parenting,rater_2,male,7
5356,f,parenting,rater_2,male,8
5483,f,parenting,rater_2,male,9
5649,f,parenting,rater_2,male,10
5485,f,parenting,rater_2,male,11
5387,f,parenting,rater_2,male,12
5388,f,parenting,rater_2,male,13
5570,f,parenting,rater_2,male,14
5400,f,parenting,rater_2,male,15
5579,f,parenting,rater_2,male,16
5406,f,parenting,rater_2,male,17
5589,f,parenting,rater_2,male,18
5642,f,parenting,rater_2,male,19
5640,f,parenting,rater_2,male,20
5639,f,parenting,rater_2,male,21
5480,f,parenting,rater_2,male,22
5484,f,parenting,rater_2,male,23
5357,f,parenting,rater_2,male,24
5443,f,prosocial,rater_2,male,1
5318,f,prosocial,rater_2,male,2
5596,f,prosocial,rater_2,male,3
5319,f,prosocial,rater_2,male,4
5320,f,prosocial,rater_2,male,5
5481,f,prosocial,rater_2,male,6
5634,f,prosocial,rater_2,male,7
5636,f,prosocial,rater_2,male,8
5483,f,prosocial,rater_2,male,9
5356,f,prosocial,rater_2,male,10
5357,f,prosocial,rater_2,male,11
5484,f,prosocial,rater_2,male,12
5639,f,prosocial,rater_2,male,13
5640,f,prosocial,rater_2,male,14
5485,f,prosocial,rater_2,male,15
5387,f,prosocial,rater_2,male,16
5388,f,prosocial,rater_2,male,17
5579,f,prosocial,rater_2,male,18
5589,f,prosocial,rater_2,male,19
5406,f,prosocial,rater_2,male,20
5400,f,prosocial,rater_2,male,21
5570,f,prosocial,rater_2,male,22
5642,f,prosocial,rater_2,male,23
5649,f,prosocial,rater_2,male,24
5480,f,prosocial,rater_2,male,25
5590,f,prosocial,rater_2,male,26
5597,m,prosocial,rater_2,male,1
5376,m,prosocial,rater_2,male,2
5238,m,prosocial,rater_2,male,3
5237,m,prosocial,rater_2,male,4
5372,m,prosocial,rater_2,male,5
5618,m,prosocial,rater_2,male,6
5626,m,prosocial,rater_2,male,7
5250,m,prosocial,rater_2,male,8
5403,m,prosocial,rater_2,male,9
5604,m,prosocial,rater_2,male,10
5613,m,prosocial,rater_2,male,11
5267,m,prosocial,rater_2,male,12
5407,m,prosocial,rater_2,male,13
5251,m,prosocial,rater_2,male,14
5269,m,prosocial,rater_2,male,15
5408,m,prosocial,rater_2,male,16
5641,m,prosocial,rater_2,male,17
5281,m,prosocial,rater_2,male,18
5500,m,prosocial,rater_2,male,19
5615,m,prosocial,rater_2,male,20
5614,m,prosocial,rater_2,male,21
5370,m,prosocial,rater_2,male,22
5536,m,prosocial,rater_2,male,23
5371,m,prosocial,rater_2,male,24
5569,m,prosocial,rater_2,male,25
5617,m,prosocial,rater_2,male,26
5616,m,prosocial,rater_2,male,27
5638,m,prosocial,rater_2,male,28
5632,m,prosocial,rater_2,male,29
5578,m,prosocial,rater_2,male,30
5637,m,prosocial,rater_2,male,31
5405,m,prosocial,rater_2,male,32
5605,m,prosocial,rater_2,male,33
5634,f,respect,rater_2,male,1
5636,f,respect,rater_2,male,2
5388,f,respect,rater_2,male,3
5319,f,respect,rater_2,male,4
5596,f,respect,rater_2,male,5
5318,f,respect,rater_2,male,6
5320,f,respect,rater_2,male,7
5387,f,respect,rater_2,male,8
5589,f,respect,rater_2,male,9
5443,f,respect,rater_2,male,10
5481,f,respect,rater_2,male,11
5649,f,respect,rater_2,male,12
5640,f,respect,rater_2,male,13
5570,f,respect,rater_2,male,14
5579,f,respect,rater_2,male,15
5485,f,respect,rater_2,male,16
5356,f,respect,rater_2,male,17
5639,f,respect,rater_2,male,18
5400,f,respect,rater_2,male,19
5406,f,respect,rater_2,male,20
5480,f,respect,rater_2,male,21
5484,f,respect,rater_2,male,22
5590,f,respect,rater_2,male,23
5642,f,respect,rater_2,male,24
5357,f,respect,rater_2,male,25
5483,f,respect,rater_2,male,26
5481,f,spouse,rater_2,male,1
5636,f,spouse,rater_2,male,2
5480,f,spouse,rater_2,male,3
5634,f,spouse,rater_2,male,4
5406,f,spouse,rater_2,male,5
5589,f,spouse,rater_2,male,6
5649,f,spouse,rater_2,male,7
5579,f,spouse,rater_2,male,8
5388,f,spouse,rater_2,male,9
5570,f,spouse,rater_2,male,10
5320,f,spouse,rater_2,male,11
5485,f,spouse,rater_2,male,12
5318,f,spouse,rater_2,male,13
5484,f,spouse,rater_2,male,14
5319,f,spouse,rater_2,male,15
5640,f,spouse,rater_2,male,16
5483,f,spouse,rater_2,male,17
5642,f,spouse,rater_2,male,18
5387,f,spouse,rater_2,male,19
5400,f,spouse,rater_2,male,20
5639,f,spouse,rater_2,male,21
5579,f,allies,rater_3,male,1
5357,f,allies,rater_3,male,2
5596,f,allies,rater_3,male,3
5387,f,allies,rater_3,male,4
5388,f,allies,rater_3,male,5
5589,f,allies,rater_3,male,6
5400,f,allies,rater_3,male,7
5406,f,allies,rater_3,male,8
5356,f,allies,rater_3,male,9
5320,f,allies,rater_3,male,10
5319,f,allies,rater_3,male,11
5318,f,allies,rater_3,male,12
5443,f,allies,rater_3,male,13
5634,f,allies,rater_3,male,14
5480,f,allies,rater_3,male,15
5636,f,allies,rater_3,male,16
5483,f,allies,rater_3,male,17
5484,f,allies,rater_3,male,18
5485,f,allies,rater_3,male,19
5570,f,allies,rater_3,male,20
5649,f,allies,rater_3,male,21
5642,f,allies,rater_3,male,22
5640,f,allies,rater_3,male,23
5639,f,allies,rater_3,male,24
5590,f,allies,rater_3,male,25
5481,f,allies,rater_3,male,26
5238,m,allies,rater_3,male,1
5615,m,allies,rater_3,male,2
5371,m,allies,rater_3,male,3
5597,m,allies,rater_3,male,4
5632,m,allies,rater_3,male,5
5613,m,allies,rater_3,male,6
5569,m,allies,rater_3,male,7
5618,m,allies,rater_3,male,8
5250,m,allies,rater_3,male,9
5499,m,allies,rater_3,male,10
5536,m,allies,rater_3,male,11
5500,m,allies,rater_3,male,12
5269,m,allies,rater_3,male,13
5281,m,allies,rater_3,male,14
5641,m,allies,rater_3,male,15
5237,m,allies,rater_3,male,16
5403,m,allies,rater_3,male,17
5405,m,allies,rater_3,male,18
5407,m,allies,rater_3,male,19
5408,m,allies,rater_3,male,20
5267,m,allies,rater_3,male,21
5617,m,allies,rater_3,male,22
5626,m,allies,rater_3,male,23
5638,m,allies,rater_3,male,24
5578,m,allies,rater_3,male,25
5376,m,allies,rater_3,male,26
5614,m,allies,rater_3,male,27
5604,m,allies,rater_3,male,28
5605,m,allies,rater_3,male,29
5251,m,allies,rater_3,male,30
5637,m,allies,rater_3,male,31
5616,m,allies,rater_3,male,32
5372,m,allies,rater_3,male,33
5613,m,coffee,rater_3,male,1
5615,m,coffee,rater_3,male,2
5499,m,coffee,rater_3,male,3
5371,m,coffee,rater_3,male,4
5597,m,coffee,rater_3,male,5
5626,m,coffee,rater_3,male,6
5536,m,coffee,rater_3,male,7
5372,m,coffee,rater_3,male,8
5376,m,coffee,rater_3,male,9
5604,m,coffee,rater_3,male,10
5618,m,coffee,rater_3,male,10
5403,m,coffee,rater_3,male,12
5614,m,coffee,rater_3,male,12
5616,m,coffee,rater_3,male,14
5617,m,coffee,rater_3,male,14
5500,m,coffee,rater_3,male,16
5407,m,coffee,rater_3,male,17
5408,m,coffee,rater_3,male,17
5405,m,coffee,rater_3,male,19
5250,m,coffee,rater_3,male,20
5251,m,coffee,rater_3,male,21
5281,m,coffee,rater_3,male,22
5569,m,coffee,rater_3,male,22
5237,m,coffee,rater_3,male,24
5238,m,coffee,rater_3,male,25
5637,m,coffee,rater_3,male,26
5638,m,coffee,rater_3,male,27
5578,m,coffee,rater_3,male,28
5641,m,coffee,rater_3,male,28
5267,m,coffee,rater_3,male,30
5269,m,coffee,rater_3,male,30
5605,m,coffee,rater_3,male,32
5632,m,coffee,rater_3,male,32
5481,f,conflict,rater_3,male,1
5634,f,conflict,rater_3,male,2
5596,f,conflict,rater_3,male,3
5589,f,conflict,rater_3,male,4
5319,f,conflict,rater_3,male,5
5318,f,conflict,rater_3,male,6
5443,f,conflict,rater_3,male,7
5579,f,conflict,rater_3,male,8
5649,f,conflict,rater_3,male,9
5636,f,conflict,rater_3,male,10
5320,f,conflict,rater_3,male,11
5356,f,conflict,rater_3,male,12
5483,f,conflict,rater_3,male,13
5484,f,conflict,rater_3,male,14
5485,f,conflict,rater_3,male,15
5570,f,conflict,rater_3,male,16
5642,f,conflict,rater_3,male,17
5388,f,conflict,rater_3,male,18
5400,f,conflict,rater_3,male,19
5387,f,conflict,rater_3,male,20
5640,f,conflict,rater_3,male,21
5639,f,conflict,rater_3,male,22
5590,f,conflict,rater_3,male,23
5357,f,conflict,rater_3,male,24
5480,f,conflict,rater_3,male,25
5406,f,conflict,rater_3,male,26
5238,m,conflict,rater_3,male,1
5613,m,conflict,rater_3,male,2
5632,m,conflict,rater_3,male,3
5615,m,conflict,rater_3,male,4
5372,m,conflict,rater_3,male,5
5618,m,conflict,rater_3,male,6
5499,m,conflict,rater_3,male,7
5500,m,conflict,rater_3,male,8
5371,m,conflict,rater_3,male,9
5356,m,conflict,rater_3,male,9
5250,m,conflict,rater_3,male,11
5641,m,conflict,rater_3,male,11
5626,m,conflict,rater_3,male,13
5597,m,conflict,rater_3,male,14
5604,m,conflict,rater_3,male,14
5408,m,conflict,rater_3,male,16
5578,m,conflict,rater_3,male,17
5614,m,conflict,rater_3,male,17
5376,m,conflict,rater_3,male,19
5237,m,conflict,rater_3,male,20
5281,m,conflict,rater_3,male,21
5403,m,conflict,rater_3,male,21
5617,m,conflict,rater_3,male,21
5269,m,conflict,rater_3,male,24
5267,m,conflict,rater_3,male,25
5569,m,conflict,rater_3,male,26
5605,m,conflict,rater_3,male,26
5637,m,conflict,rater_3,male,28
5638,m,conflict,rater_3,male,29
5616,m,conflict,rater_3,male,30
5251,m,conflict,rater_3,male,31
5405,m,conflict,rater_3,male,32
5407,m,conflict,rater_3,male,33
5634,f,control,rater_3,male,1
5319,f,control,rater_3,male,2
5318,f,control,rater_3,male,3
5589,f,control,rater_3,male,4
5636,f,control,rater_3,male,5
5649,f,control,rater_3,male,6
5388,f,control,rater_3,male,7
5320,f,control,rater_3,male,8
5596,f,control,rater_3,male,9
5387,f,control,rater_3,male,10
5400,f,control,rater_3,male,11
5579,f,control,rater_3,male,12
5570,f,control,rater_3,male,13
5485,f,control,rater_3,male,14
5484,f,control,rater_3,male,15
5483,f,control,rater_3,male,16
5481,f,control,rater_3,male,17
5480,f,control,rater_3,male,18
5443,f,control,rater_3,male,19
5406,f,control,rater_3,male,20
5356,f,control,rater_3,male,21
5357,f,control,rater_3,male,22
5639,f,control,rater_3,male,23
5640,f,control,rater_3,male,24
5642,f,control,rater_3,male,25
5590,f,control,rater_3,male,26
5500,m,control,rater_3,male,1
5499,m,control,rater_3,male,2
5613,m,control,rater_3,male,3
5371,m,control,rater_3,male,4
5615,m,control,rater_3,male,5
5536,m,control,rater_3,male,6
5618,m,control,rater_3,male,7
5626,m,control,rater_3,male,8
5250,m,control,rater_3,male,9
5269,m,control,rater_3,male,10
5281,m,control,rater_3,male,11
5372,m,control,rater_3,male,12
5237,m,control,rater_3,male,13
5616,m,control,rater_3,male,14
5597,m,control,rater_3,male,15
5604,m,control,rater_3,male,16
5238,m,control,rater_3,male,17
5614,m,control,rater_3,male,18
5376,m,control,rater_3,male,19
5408,m,control,rater_3,male,20
5641,m,control,rater_3,male,21
5617,m,control,rater_3,male,22
5578,m,control,rater_3,male,23
5605,m,control,rater_3,male,24
5251,m,control,rater_3,male,25
5403,m,control,rater_3,male,26
5569,m,control,rater_3,male,27
5407,m,control,rater_3,male,28
5405,m,control,rater_3,male,29
5267,m,control,rater_3,male,30
5637,m,control,rater_3,male,31
5638,m,control,rater_3,male,32
5632,m,control,rater_3,male,33
5579,f,decisions,rater_3,male,1
5596,f,decisions,rater_3,male,2
5634,f,decisions,rater_3,male,3
5481,f,decisions,rater_3,male,4
5319,f,decisions,rater_3,male,5
5589,f,decisions,rater_3,male,6
5636,f,decisions,rater_3,male,7
5318,f,decisions,rater_3,male,8
5320,f,decisions,rater_3,male,9
5443,f,decisions,rater_3,male,10
5388,f,decisions,rater_3,male,11
5400,f,decisions,rater_3,male,12
5387,f,decisions,rater_3,male,13
5485,f,decisions,rater_3,male,14
5570,f,decisions,rater_3,male,15
5357,f,decisions,rater_3,male,16
5356,f,decisions,rater_3,male,17
5649,f,decisions,rater_3,male,18
5642,f,decisions,rater_3,male,19
5640,f,decisions,rater_3,male,20
5639,f,decisions,rater_3,male,21
5483,f,decisions,rater_3,male,22
5480,f,decisions,rater_3,male,23
5590,f,decisions,rater_3,male,24
5406,f,decisions,rater_3,male,25
5484,f,decisions,rater_3,male,26
5238,m,decisions,rater_3,male,1
5500,m,decisions,rater_3,male,2
5499,m,decisions,rater_3,male,3
5536,m,decisions,rater_3,male,4
5371,m,decisions,rater_3,male,5
5615,m,decisions,rater_3,male,6
5281,m,decisions,rater_3,male,7
5613,m,decisions,rater_3,male,8
5250,m,decisions,rater_3,male,9
5626,m,decisions,rater_3,male,10
5597,m,decisions,rater_3,male,11
5372,m,decisions,rater_3,male,12
5641,m,decisions,rater_3,male,13
5604,m,decisions,rater_3,male,14
5632,m,decisions,rater_3,male,15
5569,m,decisions,rater_3,male,16
5605,m,decisions,rater_3,male,17
5251,m,decisions,rater_3,male,18
5237,m,decisions,rater_3,male,19
5269,m,decisions,rater_3,male,20
5267,m,decisions,rater_3,male,21
5405,m,decisions,rater_3,male,22
5407,m,decisions,rater_3,male,23
5578,m,decisions,rater_3,male,24
5614,m,decisions,rater_3,male,25
5638,m,decisions,rater_3,male,26
5637,m,decisions,rater_3,male,27
5617,m,decisions,rater_3,male,28
5616,m,decisions,rater_3,male,29
5376,m,decisions,rater_3,male,30
5403,m,decisions,rater_3,male,31
5408,m,decisions,rater_3,male,32
5618,m,decisions,rater_3,male,33
5634,f,expertise,rater_3,male,1
5318,f,expertise,rater_3,male,2
5320,f,expertise,rater_3,male,3
5483,f,expertise,rater_3,male,4
5485,f,expertise,rater_3,male,5
5484,f,expertise,rater_3,male,6
5649,f,expertise,rater_3,male,7
5642,f,expertise,rater_3,male,8
5579,f,expertise,rater_3,male,9
5400,f,expertise,rater_3,male,10
5388,f,expertise,rater_3,male,11
5387,f,expertise,rater_3,male,12
5357,f,expertise,rater_3,male,13
5356,f,expertise,rater_3,male,14
5319,f,expertise,rater_3,male,15
5443,f,expertise,rater_3,male,16
5480,f,expertise,rater_3,male,17
5590,f,expertise,rater_3,male,18
5596,f,expertise,rater_3,male,19
5636,f,expertise,rater_3,male,20
5639,f,expertise,rater_3,male,21
5570,f,expertise,rater_3,male,22
5589,f,expertise,rater_3,male,23
5406,f,expertise,rater_3,male,24
5640,f,expertise,rater_3,male,25
5481,f,expertise,rater_3,male,26
5500,m,expertise,rater_3,male,1
5499,m,expertise,rater_3,male,2
5613,m,expertise,rater_3,male,3
5371,m,expertise,rater_3,male,4
5615,m,expertise,rater_3,male,5
5536,m,expertise,rater_3,male,6
5618,m,expertise,rater_3,male,7
5626,m,expertise,rater_3,male,8
5250,m,expertise,rater_3,male,9
5269,m,expertise,rater_3,male,10
5281,m,expertise,rater_3,male,11
5372,m,expertise,rater_3,male,12
5237,m,expertise,rater_3,male,13
5616,m,expertise,rater_3,male,14
5597,m,expertise,rater_3,male,15
5604,m,expertise,rater_3,male,16
5238,m,expertise,rater_3,male,17
5614,m,expertise,rater_3,male,18
5376,m,expertise,rater_3,male,19
5408,m,expertise,rater_3,male,20
5641,m,expertise,rater_3,male,21
5617,m,expertise,rater_3,male,22
5578,m,expertise,rater_3,male,23
5605,m,expertise,rater_3,male,24
5251,m,expertise,rater_3,male,25
5403,m,expertise,rater_3,male,26
5569,m,expertise,rater_3,male,27
5407,m,expertise,rater_3,male,28
5405,m,expertise,rater_3,male,29
5267,m,expertise,rater_3,male,30
5637,m,expertise,rater_3,male,31
5638,m,expertise,rater_3,male,32
5632,m,expertise,rater_3,male,33
5579,f,farming,rater_3,male,1
5589,f,farming,rater_3,male,2
5481,f,farming,rater_3,male,3
5642,f,farming,rater_3,male,4
5640,f,farming,rater_3,male,5
5357,f,farming,rater_3,male,6
5596,f,farming,rater_3,male,7
5634,f,farming,rater_3,male,8
5570,f,farming,rater_3,male,9
5400,f,farming,rater_3,male,10
5388,f,farming,rater_3,male,11
5356,f,farming,rater_3,male,12
5320,f,farming,rater_3,male,13
5319,f,farming,rater_3,male,14
5318,f,farming,rater_3,male,15
5443,f,farming,rater_3,male,16
5590,f,farming,rater_3,male,17
5636,f,farming,rater_3,male,18
5649,f,farming,rater_3,male,19
5639,f,farming,rater_3,male,20
5387,f,farming,rater_3,male,21
5485,f,farming,rater_3,male,22
5484,f,farming,rater_3,male,23
5483,f,farming,rater_3,male,24
5480,f,farming,rater_3,male,25
5406,f,farming,rater_3,male,26
5626,m,farming,rater_3,male,1
5613,m,farming,rater_3,male,2
5371,m,farming,rater_3,male,3
5499,m,farming,rater_3,male,4
5615,m,farming,rater_3,male,5
5536,m,farming,rater_3,male,6
5597,m,farming,rater_3,male,7
5618,m,farming,rater_3,male,8
5604,m,farming,rater_3,male,9
5500,m,farming,rater_3,male,10
5372,m,farming,rater_3,male,11
5376,m,farming,rater_3,male,12
5251,m,farming,rater_3,male,13
5238,m,farming,rater_3,male,14
5617,m,farming,rater_3,male,15
5614,m,farming,rater_3,male,16
5578,m,farming,rater_3,male,17
5569,m,farming,rater_3,male,18
5269,m,farming,rater_3,male,19
5237,m,farming,rater_3,male,20
5616,m,farming,rater_3,male,21
5632,m,farming,rater_3,male,22
5405,m,farming,rater_3,male,23
5267,m,farming,rater_3,male,24
5403,m,farming,rater_3,male,25
5637,m,farming,rater_3,male,26
5638,m,farming,rater_3,male,27
5641,m,farming,rater_3,male,28
5250,m,farming,rater_3,male,29
5408,m,farming,rater_3,male,30
5281,m,farming,rater_3,male,31
5407,m,farming,rater_3,male,32
5605,m,farming,rater_3,male,33
5579,f,feared,rater_3,male,1
5387,f,feared,rater_3,male,2
5400,f,feared,rater_3,male,3
5481,f,feared,rater_3,male,4
5596,f,feared,rater_3,male,5
5590,f,feared,rater_3,male,6
5320,f,feared,rater_3,male,7
5484,f,feared,rater_3,male,8
5640,f,feared,rater_3,male,9
5642,f,feared,rater_3,male,10
5649,f,feared,rater_3,male,11
5570,f,feared,rater_3,male,12
5483,f,feared,rater_3,male,13
5480,f,feared,rater_3,male,14
5443,f,feared,rater_3,male,15
5406,f,feared,rater_3,male,16
5589,f,feared,rater_3,male,17
5318,f,feared,rater_3,male,18
5319,f,feared,rater_3,male,19
5356,f,feared,rater_3,male,20
5357,f,feared,rater_3,male,21
5388,f,feared,rater_3,male,22
5634,f,feared,rater_3,male,23
5636,f,feared,rater_3,male,24
5639,f,feared,rater_3,male,25
5485,f,feared,rater_3,male,26
5626,m,feared,rater_3,male,1
5499,m,feared,rater_3,male,2
5371,m,feared,rater_3,male,3
5251,m,feared,rater_3,male,4
5250,m,feared,rater_3,male,5
5238,m,feared,rater_3,male,6
5615,m,feared,rater_3,male,7
5614,m,feared,rater_3,male,8
5597,m,feared,rater_3,male,9
5500,m,feared,rater_3,male,10
5641,m,feared,rater_3,male,11
5578,m,feared,rater_3,male,12
5372,m,feared,rater_3,male,13
5569,m,feared,rater_3,male,14
5618,m,feared,rater_3,male,15
5405,m,feared,rater_3,male,16
5604,m,feared,rater_3,male,17
5632,m,feared,rater_3,male,18
5617,m,feared,rater_3,male,19
5376,m,feared,rater_3,male,20
5403,m,feared,rater_3,male,21
5267,m,feared,rater_3,male,22
5613,m,feared,rater_3,male,23
5536,m,feared,rater_3,male,24
5408,m,feared,rater_3,male,25
5638,m,feared,rater_3,male,26
5637,m,feared,rater_3,male,27
5237,m,feared,rater_3,male,28
5605,m,feared,rater_3,male,29
5281,m,feared,rater_3,male,30
5407,m,feared,rater_3,male,31
5616,m,feared,rater_3,male,32
5269,m,feared,rater_3,male,33
5356,f,fighting,rater_3,male,1
5357,f,fighting,rater_3,male,2
5570,f,fighting,rater_3,male,3
5579,f,fighting,rater_3,male,4
5400,f,fighting,rater_3,male,5
5640,f,fighting,rater_3,male,6
5387,f,fighting,rater_3,male,7
5406,f,fighting,rater_3,male,8
5484,f,fighting,rater_3,male,9
5485,f,fighting,rater_3,male,10
5642,f,fighting,rater_3,male,11
5639,f,fighting,rater_3,male,12
5590,f,fighting,rater_3,male,13
5481,f,fighting,rater_3,male,14
5649,f,fighting,rater_3,male,15
5589,f,fighting,rater_3,male,16
5636,f,fighting,rater_3,male,17
5634,f,fighting,rater_3,male,18
5596,f,fighting,rater_3,male,19
5320,f,fighting,rater_3,male,20
5319,f,fighting,rater_3,male,21
5318,f,fighting,rater_3,male,22
5443,f,fighting,rater_3,male,23
5388,f,fighting,rater_3,male,24
5480,f,fighting,rater_3,male,25
5483,f,fighting,rater_3,male,26
5251,m,fighting,rater_3,male,1
5269,m,fighting,rater_3,male,2
5626,m,fighting,rater_3,male,3
5614,m,fighting,rater_3,male,4
5267,m,fighting,rater_3,male,5
5405,m,fighting,rater_3,male,6
5618,m,fighting,rater_3,male,7
5578,m,fighting,rater_3,male,8
5371,m,fighting,rater_3,male,9
5632,m,fighting,rater_3,male,10
5638,m,fighting,rater_3,male,11
5408,m,fighting,rater_3,male,12
5569,m,fighting,rater_3,male,13
5637,m,fighting,rater_3,male,14
5617,m,fighting,rater_3,male,15
5597,m,fighting,rater_3,male,16
5281,m,fighting,rater_3,male,17
5615,m,fighting,rater_3,male,18
5403,m,fighting,rater_3,male,19
5499,m,fighting,rater_3,male,20
5237,m,fighting,rater_3,male,21
5238,m,fighting,rater_3,male,22
5250,m,fighting,rater_3,male,23
5372,m,fighting,rater_3,male,24
5641,m,fighting,rater_3,male,25
5376,m,fighting,rater_3,male,26
5407,m,fighting,rater_3,male,27
5500,m,fighting,rater_3,male,28
5536,m,fighting,rater_3,male,29
5604,m,fighting,rater_3,male,30
5605,m,fighting,rater_3,male,31
5613,m,fighting,rater_3,male,32
5616,m,fighting,rater_3,male,33
5626,m,honey,rater_3,male,1
5371,m,honey,rater_3,male,2
5615,m,honey,rater_3,male,3
5613,m,honey,rater_3,male,4
5408,m,honey,rater_3,male,5
5536,m,honey,rater_3,male,6
5618,m,honey,rater_3,male,7
5499,m,honey,rater_3,male,8
5614,m,honey,rater_3,male,9
5376,m,honey,rater_3,male,10
5267,m,honey,rater_3,male,11
5251,m,honey,rater_3,male,12
5250,m,honey,rater_3,male,13
5372,m,honey,rater_3,male,14
5578,m,honey,rater_3,male,15
5597,m,honey,rater_3,male,16
5405,m,honey,rater_3,male,17
5500,m,honey,rater_3,male,18
5569,m,honey,rater_3,male,19
5616,m,honey,rater_3,male,20
5617,m,honey,rater_3,male,21
5604,m,honey,rater_3,male,22
5641,m,honey,rater_3,male,23
5638,m,honey,rater_3,male,24
5281,m,honey,rater_3,male,25
5237,m,honey,rater_3,male,26
5637,m,honey,rater_3,male,27
5269,m,honey,rater_3,male,28
5407,m,honey,rater_3,male,29
5238,m,honey,rater_3,male,30
5403,m,honey,rater_3,male,30
5605,m,honey,rater_3,male,30
5632,m,honey,rater_3,male,30
5578,m,hunting,rater_3,male,1
5371,m,hunting,rater_3,male,2
5499,m,hunting,rater_3,male,3
5641,m,hunting,rater_3,male,4
5615,m,hunting,rater_3,male,5
5408,m,hunting,rater_3,male,6
5618,m,hunting,rater_3,male,6
5626,m,hunting,rater_3,male,6
5632,m,hunting,rater_3,male,6
5613,m,hunting,rater_3,male,9
5536,m,hunting,rater_3,male,10
5597,m,hunting,rater_3,male,11
5617,m,hunting,rater_3,male,12
5616,m,hunting,rater_3,male,13
5376,m,hunting,rater_3,male,14
5403,m,hunting,rater_3,male,15
5267,m,hunting,rater_3,male,16
5269,m,hunting,rater_3,male,17
5614,m,hunting,rater_3,male,18
5250,m,hunting,rater_3,male,19
5500,m,hunting,rater_3,male,20
5604,m,hunting,rater_3,male,20
5405,m,hunting,rater_3,male,22
5251,m,hunting,rater_3,male,23
5237,m,hunting,rater_3,male,24
5281,m,hunting,rater_3,male,25
5372,m,hunting,rater_3,male,25
5407,m,hunting,rater_3,male,27
5638,m,hunting,rater_3,male,28
5569,m,hunting,rater_3,male,29
5238,m,hunting,rater_3,male,30
5605,m,hunting,rater_3,male,31
5637,m,hunting,rater_3,male,31
5632,m,hunting,rater_3,male,31
5319,f,intelligent,rater_3,male,1
5634,f,intelligent,rater_3,male,2
5596,f,intelligent,rater_3,male,3
5589,f,intelligent,rater_3,male,4
5636,f,intelligent,rater_3,male,5
5318,f,intelligent,rater_3,male,6
5320,f,intelligent,rater_3,male,7
5649,f,intelligent,rater_3,male,8
5443,f,intelligent,rater_3,male,9
5480,f,intelligent,rater_3,male,10
5481,f,intelligent,rater_3,male,11
5388,f,intelligent,rater_3,male,12
5483,f,intelligent,rater_3,male,13
5484,f,intelligent,rater_3,male,14
5485,f,intelligent,rater_3,male,15
5570,f,intelligent,rater_3,male,16
5579,f,intelligent,rater_3,male,17
5642,f,intelligent,rater_3,male,18
5640,f,intelligent,rater_3,male,19
5639,f,intelligent,rater_3,male,20
5590,f,intelligent,rater_3,male,21
5356,f,intelligent,rater_3,male,22
5357,f,intelligent,rater_3,male,23
5406,f,intelligent,rater_3,male,24
5387,f,intelligent,rater_3,male,25
5400,f,intelligent,rater_3,male,26
5499,m,intelligent,rater_3,male,1
5536,m,intelligent,rater_3,male,2
5597,m,intelligent,rater_3,male,3
5500,m,intelligent,rater_3,male,4
5238,m,intelligent,rater_3,male,5
5237,m,intelligent,rater_3,male,6
5604,m,intelligent,rater_3,male,7
5615,m,intelligent,rater_3,male,8
5408,m,intelligent,rater_3,male,9
5371,m,intelligent,rater_3,male,10
5376,m,intelligent,rater_3,male,11
5618,m,intelligent,rater_3,male,12
5626,m,intelligent,rater_3,male,13
5614,m,intelligent,rater_3,male,14
5616,m,intelligent,rater_3,male,15
5281,m,intelligent,rater_3,male,16
5251,m,intelligent,rater_3,male,17
5632,m,intelligent,rater_3,male,18
5605,m,intelligent,rater_3,male,19
5637,m,intelligent,rater_3,male,20
5250,m,intelligent,rater_3,male,21
5641,m,intelligent,rater_3,male,22
5613,m,intelligent,rater_3,male,23
5403,m,intelligent,rater_3,male,24
5578,m,intelligent,rater_3,male,25
